split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_n_epochs,param_lr_all,param_reg_all
0.7646011401137021,0.760648050479736,0.7586019773890682,0.7612837226608354,0.0024900532377878748,43,0.7262473901112875,0.07469434656334313,0.2936704158782959,0.011162077169943847,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.002, 'reg_all': 0.02}",100,20,0.002,0.02
0.7638727760690242,0.7593282406220234,0.7585687695454866,0.7605899287455115,0.002341938512023066,40,0.8419439792633057,0.01171477173009194,0.2906343142191569,0.012387121892213877,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.002, 'reg_all': 0.06}",100,20,0.002,0.06
0.7651242170512778,0.7601720045777532,0.7596979114063559,0.7616647110117957,0.002453885030137769,44,0.6879483858744303,0.009083227379500701,0.27566758791605633,0.00796010801705813,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.002, 'reg_all': 0.1}",100,20,0.002,0.1
0.752758145582879,0.750058654810488,0.7476855609406927,0.7501674537780199,0.0020723025277113185,27,0.8574763139088949,0.1319868228424954,0.3433113098144531,0.0861746831739121,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.02}",100,20,0.005,0.02
0.7503305112441511,0.7487612977010214,0.7453781764515736,0.7481566617989154,0.0020664935527006656,19,0.8082913557688395,0.03645082362959502,0.3190033435821533,0.05415357361280089,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.06}",100,20,0.005,0.06
0.7538851508514165,0.7507459964865407,0.748756772575576,0.7511293066378445,0.002111123072221263,32,0.7098963260650635,0.027389489926421984,0.30298741658528644,0.01003671575737435,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.1}",100,20,0.005,0.1
0.7619641651742278,0.7600983865225898,0.7608832033381322,0.7609819183449833,0.0007648925779307358,41,0.709845781326294,0.017199769149097693,0.29355637232462567,0.016359129173939384,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.01, 'reg_all': 0.02}",100,20,0.01,0.02
0.7414991949414471,0.7408407671675115,0.7398608942994925,0.7407336188028171,0.0006731110990020969,15,0.7360957463582357,0.008790813613700956,0.3030703862508138,0.012916432382785205,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.01, 'reg_all': 0.06}",100,20,0.01,0.06
0.7437720537744623,0.7390725496606151,0.7383349607902407,0.7403931880751061,0.0024081195147721605,14,0.7127887407938639,0.012073501723774516,0.2876873016357422,0.0031406799397050112,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.01, 'reg_all': 0.1}",100,20,0.01,0.1
0.754965399404572,0.7494881009343772,0.747381388623667,0.7506116296542054,0.0031964608000547294,30,1.6497849623362224,0.004433974204824876,0.2867263952891032,0.015639642840868363,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.002, 'reg_all': 0.02}",100,50,0.002,0.02
0.752025414188819,0.7479284460581755,0.7461606650944808,0.7487048417804919,0.0024564083839498114,20,1.6485871473948162,0.0062570970120443764,0.28109033902486164,0.009236427806921141,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.002, 'reg_all': 0.06}",100,50,0.002,0.06
0.7544615706383689,0.7497830319504614,0.7483127573754613,0.7508524533214306,0.002621669021449421,31,1.6912323633829753,0.0681907891545622,0.3162040710449219,0.05143071771197576,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.002, 'reg_all': 0.1}",100,50,0.002,0.1
0.7773537670700765,0.7712408925262135,0.7693858107463376,0.7726601567808759,0.0034041949868433897,51,1.9137384096781414,0.015784097181200964,0.3104317982991536,0.023353960210861956,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.005, 'reg_all': 0.02}",100,50,0.005,0.02
0.7440723625444793,0.7380849484849363,0.7346640110782156,0.7389404407025437,0.0038882875004279914,9,1.7093802293141682,0.03042579789692841,0.2890790303548177,0.011649142212962172,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.005, 'reg_all': 0.06}",100,50,0.005,0.06
0.7398111948976148,0.7364596568956349,0.7334781666972141,0.7365830061634879,0.0025869187370534843,5,1.6601017316182454,0.015790286455471175,0.27622342109680176,0.011871521129122011,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.005, 'reg_all': 0.1}",100,50,0.005,0.1
0.7823761180392556,0.7782633989227283,0.7791512275861612,0.7799302481827151,0.0017670633737462914,53,1.638056993484497,0.011908980680745512,0.2740960915883382,0.0023374780440662624,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.01, 'reg_all': 0.02}",100,50,0.01,0.02
0.7442850593691219,0.7414213464645948,0.7432395630113448,0.7429819896150205,0.0011832077700779707,17,1.6156879266103108,0.03856289348913413,0.2893062432607015,0.032606260449498096,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.01, 'reg_all': 0.06}",100,50,0.01,0.06
0.7360725958729605,0.7329805200650328,0.7329741744193637,0.7340090967857856,0.0014591164972642852,2,1.652654488881429,0.03971185677471448,0.2907376289367676,0.022183170663388586,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.01, 'reg_all': 0.1}",100,50,0.01,0.1
0.7670318536046379,0.7635813030589693,0.763070721907942,0.7645612928571831,0.0017593419381678771,50,1.0906376043955486,0.01804793526986595,0.2954723040262858,0.0076221144143537945,"{'n_factors': 200, 'n_epochs': 20, 'lr_all': 0.002, 'reg_all': 0.02}",200,20,0.002,0.02
0.7672270954173056,0.7622862439077175,0.7613494619264941,0.7636209337505058,0.0025784609874120413,47,1.1009350617726643,0.0573060953033635,0.2971579233805339,0.024555146473678333,"{'n_factors': 200, 'n_epochs': 20, 'lr_all': 0.002, 'reg_all': 0.06}",200,20,0.002,0.06
0.767399984116664,0.7624441226152088,0.7619761813514467,0.7639400960277731,0.0024539575447725596,48,1.1397002538045247,0.011315437534902507,0.314481258392334,0.012508585421974087,"{'n_factors': 200, 'n_epochs': 20, 'lr_all': 0.002, 'reg_all': 0.1}",200,20,0.002,0.1
0.7585792472049325,0.7551553615011312,0.7532140760586946,0.7556495615882528,0.0022180232417912445,35,1.1005013783772786,0.00461233003565124,0.29700374603271484,0.020843646139081674,"{'n_factors': 200, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.02}",200,20,0.005,0.02
0.753166211118772,0.7478720596991916,0.7468577995689036,0.7492986901289557,0.002765919962444689,23,1.4013230005900066,0.2525356223883002,0.6135598023732504,0.2208882137194041,"{'n_factors': 200, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.06}",200,20,0.005,0.06
0.7533999245367865,0.7491260174226718,0.7487488715982007,0.750424937852553,0.002109260387237505,28,1.6887725989023845,0.21903338941231282,0.44585998853047687,0.11561107358590475,"{'n_factors': 200, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.1}",200,20,0.005,0.1
0.7628978628499851,0.7612664483265108,0.7629676399445618,0.7623773170403526,0.0007860191623093524,46,1.3055895169576008,0.01295996668932873,0.3701886336008708,0.00845412197063926,"{'n_factors': 200, 'n_epochs': 20, 'lr_all': 0.01, 'reg_all': 0.02}",200,20,0.01,0.02
0.7425910676726926,0.7394670212514117,0.7380618648644988,0.740039984596201,0.001892905133261525,13,1.2353038787841797,0.012011399028005243,0.325878381729126,0.012999225298393667,"{'n_factors': 200, 'n_epochs': 20, 'lr_all': 0.01, 'reg_all': 0.06}",200,20,0.01,0.06
0.7418682056471632,0.7383646121979826,0.7374304228047187,0.7392210802166215,0.0019102586630064952,10,1.2136205832163494,0.03434252523603174,0.3267234166463216,0.03967786955951341,"{'n_factors': 200, 'n_epochs': 20, 'lr_all': 0.01, 'reg_all': 0.1}",200,20,0.01,0.1
0.760411098794747,0.7551800146086963,0.7521053012867056,0.7558988048967162,0.0034287084711069203,36,2.874333381652832,0.015892846628566597,0.29191001256306964,0.004348306318750486,"{'n_factors': 200, 'n_epochs': 50, 'lr_all': 0.002, 'reg_all': 0.02}",200,50,0.002,0.02
0.7517664571686049,0.7483782094440048,0.7462664170017695,0.7488036945381263,0.002265448981723837,21,2.7612250645955405,0.01875913877768616,0.29988829294840497,0.02356631263896669,"{'n_factors': 200, 'n_epochs': 50, 'lr_all': 0.002, 'reg_all': 0.06}",200,50,0.002,0.06
0.7537632884307892,0.7496399782294789,0.7482190941670805,0.7505407869424495,0.0023513279597506724,29,3.6408397356669107,0.36314285501785515,0.33528995513916016,0.05317268419202517,"{'n_factors': 200, 'n_epochs': 50, 'lr_all': 0.002, 'reg_all': 0.1}",200,50,0.002,0.1
0.7640453816516126,0.7649461301056308,0.7631210367789866,0.7640375161787434,0.0007451119879982034,49,4.01320465405782,0.0750232080233522,0.4048408667246501,0.01847731619386738,"{'n_factors': 200, 'n_epochs': 50, 'lr_all': 0.005, 'reg_all': 0.02}",200,50,0.005,0.02
0.7422808689407996,0.7406066854092003,0.7360535339975849,0.7396470294491949,0.002631302566528102,12,3.682385524113973,0.03848617945211581,0.42772364616394043,0.06460322709959193,"{'n_factors': 200, 'n_epochs': 50, 'lr_all': 0.005, 'reg_all': 0.06}",200,50,0.005,0.06
0.7385789704755361,0.7347194961528515,0.7333113582973062,0.7355366083085646,0.0022267597866735445,4,3.366292953491211,0.284160586275625,0.2837356726328532,0.019273960475587784,"{'n_factors': 200, 'n_epochs': 50, 'lr_all': 0.005, 'reg_all': 0.1}",200,50,0.005,0.1
0.7641771702873827,0.7611138851668683,0.7608512461166029,0.7620474338569513,0.0015097632849801678,45,2.7681093215942383,0.09384074917127946,0.2686317761739095,0.013601633705967535,"{'n_factors': 200, 'n_epochs': 50, 'lr_all': 0.01, 'reg_all': 0.02}",200,50,0.01,0.02
0.7410858605576144,0.7391963702713202,0.7377705958603908,0.739350942229775,0.0013578572263974384,11,3.1408228079477944,0.36295649773117655,0.5840942859649658,0.23972165231137932,"{'n_factors': 200, 'n_epochs': 50, 'lr_all': 0.01, 'reg_all': 0.06}",200,50,0.01,0.06
0.73574327788055,0.7326902689293214,0.7306968597634296,0.733043468857767,0.002075274535299032,1,3.5155046780904136,0.5633348042343082,0.19937308629353842,0.039419708978669324,"{'n_factors': 200, 'n_epochs': 50, 'lr_all': 0.01, 'reg_all': 0.1}",200,50,0.01,0.1
